"","Facetvar","Approximator","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"197","k=4","SHAPIQ",250,0.030296707449754,0.0267195581074658,0.0338738567920422
"198","k=4","SHAPIQ",500,0.00859224196338955,0.00764141799666776,0.00954306593011134
"199","k=4","SHAPIQ",750,0.00344123306001743,0.00310089257563369,0.00378157354440117
"200","k=4","SHAPIQ",1000,0.238942092039739,0.206846666027307,0.271037518052172
"201","k=4","SHAPIQ",2000,0.0124343353587931,0.0108939364338465,0.0139747342837397
"202","k=4","SHAPIQ",3500,0.00472066140786949,0.00415644665089419,0.00528487616484479
"203","k=4","SHAPIQ",5000,0.00275652557645025,0.00241307760553087,0.00309997354736963
"204","k=4","SVARMIQ",50,0.010212575564999,0.00908364429957361,0.0113415068304245
"205","k=4","SVARMIQ",100,0.0234749184129705,0.0197912219226573,0.0271586149032836
"206","k=4","SVARMIQ",250,0.00505670920415113,0.00469377619466094,0.00541964221364132
"207","k=4","SVARMIQ",500,0.00816385131328497,0.00688119748895424,0.0094465051376157
"208","k=4","SVARMIQ",750,0.00247279454110676,0.00217610455294539,0.00276948452926813
"209","k=4","SVARMIQ",1000,0.0111635997579927,0.0100176873493658,0.0123095121666196
"210","k=4","SVARMIQ",2000,0.00362010205737015,0.00343018814053115,0.00381001597420915
"211","k=4","SVARMIQ",3500,0.00192669663516041,0.00177990482468178,0.00207348844563904
"212","k=4","SVARMIQ",5000,0.00108511950445382,0.0010066925015547,0.00116354650735294
